📡｜移动新闻,#genre#
海豚少儿,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThtse/1.m3u8
CHC家庭影院,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTjtyy/1.m3u8
CHC动作电影,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTdzdy/1.m3u8
CHC高清电影,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTgqdy/1.m3u8
梨园频道,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTliyuan/1.m3u8
武术世界,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTwushu/1.m3u8
文物宝库,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTwenwu/1.m3u8
快乐垂钓,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTklcd/1.m3u8
茶频道,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTcha/1.m3u8
电视指南,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTdszn/1.m3u8
央视精品,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTysjp/1.m3u8
女性时尚,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTnxss/1.m3u8
兵器时代,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTbqsd/1.m3u8
风云足球,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTfyzq/1.m3u8
高尔夫,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTgolf/1.m3u8
央视台球,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTystq/1.m3u8
世界地理,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTsjdl/1.m3u8
怀旧剧场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThjjc/1.m3u8
风云剧场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTfyjc/1.m3u8
第一剧场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTdyjc/1.m3u8
风云音乐,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTfyyy/1.m3u8
超级综艺,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV03/1.m3u8
超级体育,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV05/1.m3u8
超级电影,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV06/1.m3u8
超级电视剧,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV08/1.m3u8
咪咕精彩足球,http://[2409:8087:3002:23::140a]:8112/120000001002/HD-8000k-1080P-miguaoyun1/1.m3u8
咪咕综合体育,http://[2409:8087:3002:23::140a]:8112/120000001002/HD-8000k-1080P-miguaoyun2/1.m3u8
咪咕全民热练,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-8000k-1080P-quanminrl/1.m3u8

CCTV-1,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-1/1.m3u8
CCTV-2,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-2/1.m3u8
CCTV-3,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv3/1.m3u8
CCTV-4,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-4/1.m3u8
CCTV-5,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-5/1.m3u8
CCTV-6,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv6/1.m3u8
CCTV-7,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-7/1.m3u8
CCTV-8,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv8/1.m3u8
CCTV-9,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-news/1.m3u8
CCTV-10,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-10/1.m3u8
CCTV-11,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-11/1.m3u8
CCTV-12,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-12/1.m3u8
CCTV-13,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-13/1.m3u8
CCTV-14,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-14/1.m3u8
CCTV-15,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-15/1.m3u8
CCTV-16,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv16/1.m3u8
CCTV-17,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTcctv-17hd/index.m3u8
CCTV-5+高清,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-cctv05plus/1.m3u8
CGTN,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctv-9/1.m3u8
CGTN新闻,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/cctvennews/1.m3u8
安徽卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/anhuistv/1.m3u8
湖南卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/hunanstv/1.m3u8
东方卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/dongfangstv/1.m3u8
北京卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/beijingstv/1.m3u8
浙江卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/zhejiangstv/1.m3u8
江苏卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jiangsustv/1.m3u8
天津卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/tianjinstv/1.m3u8
山东卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/shandongstv/1.m3u8
辽宁卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-liaoningstv/1.m3u8
深圳卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/shenzhenstv/1.m3u8
江西卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jiangxistv/1.m3u8
贵州卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-guizhoustv/1.m3u8
吉林卫视,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTjlwshd/index.m3u8
广东卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/guangdongstv/1.m3u8
湖北卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-hubeistv/1.m3u8
河北卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-hebeistv/1.m3u8
山西卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/shanxistv/1.m3u8
重庆卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/chongqingstv/1.m3u8
四川卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-sichuanstv/1.m3u8
广西卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/guangxistv/1.m3u8
陕西卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/shanxi1stv/1.m3u8
甘肃卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/gansustv/1.m3u8
宁夏卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/ningxiastv/1.m3u8
青海卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/qinghaistv/1.m3u8
海南卫视,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThainanwshd/index.m3u8
新疆卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/xinjiangstv/1.m3u8
西藏卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/xizangstv/1.m3u8
内蒙古卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/neimenggustv/1.m3u8
云南卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/yunnanstv/1.m3u8
东南卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-dongnanstv/1.m3u8
河南卫视,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/henanstv/1.m3u8
CETV-1,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jiaoyutv/1.m3u8
CETV-4,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTcetv-4/index.m3u8
三沙卫视,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTssws/index.m3u8
厦门卫视,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTxmws/index.m3u8
兵团卫视,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTbtws/index.m3u8
CETV-2,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTcetv-2/index.m3u8
黑莓动画,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/donghuawg/1.m3u8
古装剧场,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/guzhuangjc/1.m3u8
动作电影,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/dongzuody/1.m3u8
精品综合,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/mingxingdp/1.m3u8
金牌综艺,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/saishijx/1.m3u8
黑莓电影,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jdianying/1.m3u8
爱情喜剧,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/aiqingxj/1.m3u8
惊悚悬疑,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jingsongxy/1.m3u8
军事评论,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/junshipl/1.m3u8
军旅剧场,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/junlvjc/1.m3u8
热播精选,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/xiqumd/1.m3u8
家庭剧场,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jiatingjc/1.m3u8
精品大剧,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jdaju/1.m3u8
精品纪录,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jingpinjl/1.m3u8
精品体育,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jtiyu/1.m3u8
怡伴健康,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/ljiankangyouyue/1.m3u8
武搏世界,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD-1500k-576P-bokesen/1.m3u8
农业致富,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/nongyezf/1.m3u8
哒啵赛事,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/wmyx/1.m3u8
潮妈辣婆,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-1500k-720P-cmlapo/1.m3u8
金鹰卡通,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/jinyingkaton/1.m3u8
炫动卡通,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/xuandongkaton/1.m3u8
卡酷少儿,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/kakukaton/1.m3u8
优漫卡通,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/youmankaton/1.m3u8
山东教育,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/shandongjy/1.m3u8
风尚购物,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/fengshanggw/1.m3u8
家有购物,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD-1500k-576P-jiayougw/1.m3u8
央广购物,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTGW_yggw/index.m3u8
快乐购,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTGW_klg/index.m3u8
足球频道,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTzqpd/index.m3u8
好享购物,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTGW_hxg/1.m3u8
优购物,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-yougw/1.m3u8
动漫秀场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTdmxc/1.m3u8
金色频道,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTjspd/1.m3u8

🛰｜移动上海V6,#genre#
CCTV-1综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV-2财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV-3综艺,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV-4国际,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV-5体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
CCTV-5赛事,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6电影,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV-7军事,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV-8视剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV-9纪录,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV-10科教,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV-11戏曲,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV-12社会,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8
CCTV-13新闻,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV-14少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001240/index.m3u8
CCTV-15音乐,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV-16匹克,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV-17农业,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CCTV-4K超高清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV-8K超高清,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw2749731958_105918260/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1681529690&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV54K,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV164K,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV8K,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/4/224/3221228165/index.m3u8
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
CCTV世界地理,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002485/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV第一剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云音乐,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV女性时尚,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002475/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV1,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001020/index.m3u8?love=freedom
CETV4,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001348/index.m3u8?love=freedom
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN英语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
山西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
延边卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001470/index.m3u8
大湾区卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
「上海」东方影视,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001016/index.m3u8?love=freedom
「上海」都市,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001015/index.m3u8?love=freedom
「上海」教育电视台,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001268/index.m3u8?love=freedom
「上海」外语频道,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001128/index.m3u8?love=freedom
「上海」新闻综合,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001014/index.m3u8?love=freedom
上海新闻综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
上海都市,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8
上海ICS外语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001128/index.m3u8
纪实人文,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
生活时尚,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001199/index.m3u8
七彩戏剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8
第一财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001017/index.m3u8
上海教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001268/index.m3u8
五星体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001018/index.m3u8
东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
东方财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001318/index.m3u8
欢笑剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001193/index.m3u8
法治天地,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001195/index.m3u8
乐游,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001200/index.m3u8
都市剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
金色学堂,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001194/index.m3u8
哈哈炫动,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8
游戏风云,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001192/index.m3u8


🛰｜安徽本地,#genre#
安徽卫视,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221229899/1.m3u8
安徽卫视,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221231035/1.m3u8
安徽卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221231035/1.m3u8
安徽导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8
安徽肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8
安徽肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8?zanhd
安徽公共,http://mmitv.top/test/ahtv.php?id=16
安徽公共,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829349154529.m3u8
安徽固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
安徽固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
